Flight_Number,Flight_Date,Origin,Destination,Route,Aircraft_Type,Aircraft_Capacity,Passengers,Load_Factor,Flight_Hours,Season,Route_Category,Demand_Level,Ticket_Revenue,Ancillary_Revenue,Total_Revenue,Fuel_Cost,Maintenance_Cost,Crew_Cost,Depreciation_Cost,Insurance_Cost,Airport_Fees,Catering_Cost,Handling_Cost,Navigation_Fees,Sales_Distribution_Cost,Passenger_Service_Cost,Overhead_Cost,Marketing_Cost,IT_Systems_Cost,Total_Cost,Profit,Profit_Margin,Month,MonthName,Quarter,Weekday,YearMonth,Week,Direct_Op_Cost,Service_Cost,Indirect_Cost,Revenue_per_Pax,Cost_per_Pax,Profit_per_Pax,ASK,RASK,CASK,Is_Profitable
EK1455,2024-01-05,DXB,MEL,DXB-MEL,Airbus A350-900,325,232,0.7151,13.5,Peak,Long Haul,Medium,497881.46,68959.51,566840.97,77236.03,32400.0,17550.0,47250.0,8775.0,4815.8,5983.66,5169.6,9818.58,68340.48,6234.98,60597.96,31505.93,1993.98,377672.01,189168.96,33.37,1,Jan,1,Friday,2024-01,1,183211.03,25787.64,168673.33,2443.280043103448,1627.8965948275863,815.3834482758621,4387.5,129.19452307692308,86.0790905982906,True
EK7619,2024-10-20,DXB,ORD,DXB-ORD,Airbus A350-900,325,233,0.7182,14.5,Shoulder,Long Haul,Medium,375042.58,44011.04,419053.62,87491.29,34800.0,18850.0,50750.0,9425.0,2917.82,5275.02,3447.03,6627.92,72235.09,6745.6,55483.11,18183.36,2521.68,374752.92,44300.7,10.57,10,Oct,4,Sunday,2024-10,42,201316.28999999998,18267.79,155168.83999999997,1798.5133905579398,1608.3816309012875,190.13175965665235,4712.5,88.92384509283819,79.52316604774535,True
EK6779,2024-09-05,DXB,SIN,DXB-SIN,Boeing 777-300ER,396,352,0.8905,7.5,Normal,Long Haul,High,509534.17,55962.43,565496.6,69886.66,26250.0,11250.0,33750.0,6000.0,4548.16,5390.51,3475.56,5736.87,96417.69,9941.95,55562.09,18947.67,3726.5,350883.68,214612.93,37.95,9,Sep,3,Thursday,2024-09,36,147136.66,19151.1,184595.89999999997,1606.5244318181817,996.8286363636363,609.6958238636363,2970.0,190.4028956228956,118.14265319865319,True
EK8383,2024-12-10,DXB,KWI,DXB-KWI,Boeing 737-800,189,171,0.9096,2.0,Peak,Short Haul,High,30919.16,4002.96,34922.12,4703.44,2400.0,1600.0,3600.0,600.0,4320.99,3979.17,4137.03,1009.74,4707.53,3155.27,6624.49,1917.95,1802.87,44558.48,-9636.36,-27.59,12,Dec,4,Tuesday,2024-12,50,12903.439999999999,13446.929999999998,18208.109999999997,204.2229239766082,260.5759064327486,-56.35298245614035,378.0,92.38656084656085,117.87957671957673,False
EK4709,2024-06-28,DXB,CMB,DXB-CMB,Boeing 787-9,296,197,0.6667,4.5,Low,Medium Haul,Medium,79106.21,8057.83,87164.04,22857.41,9900.0,5400.0,14400.0,2700.0,2670.87,6054.43,4860.86,2513.67,13947.14,4335.03,24057.69,4219.86,2737.73,120654.68,-33490.63,-38.42,6,Jun,2,Friday,2024-06,26,55257.41,16099.83,49297.450000000004,442.4570558375634,612.4603045685279,-170.00319796954312,1332.0,65.43846846846846,90.58159159159159,False
EK8355,2024-12-18,DXB,MCT,DXB-MCT,Airbus A320,180,162,0.9039,1.2,Peak,Short Haul,High,42932.41,4538.07,47470.48,2859.42,1380.0,936.0,2040.0,336.0,3663.49,1959.51,5301.61,946.13,7942.74,4269.83,6242.12,2109.97,1832.94,41819.74,5650.74,11.9,12,Dec,4,Wednesday,2024-12,51,7551.42,11870.74,22397.6,293.02765432098766,258.14654320987654,34.88111111111111,216.0,219.77074074074076,193.6099074074074,True
EK5849,2024-08-02,DXB,BOM,DXB-BOM,Airbus A350-900,325,244,0.7523,3.2,Low,Medium Haul,High,160076.48,17006.589999999997,177083.07,20265.6,7680.0,4160.0,11200.0,2080.0,6835.65,7566.07,4354.58,1885.39,31009.23,6136.11,18800.8,5532.27,2239.52,129745.22,47337.85,26.73,8,Aug,3,Friday,2024-08,31,45385.6,20641.69,63717.93,725.7502868852459,531.7427049180328,194.0075819672131,1040.0,170.2721826923077,124.75501923076924,True
EK5748,2024-08-21,DXB,BAH,DXB-BAH,Airbus A320,180,131,0.7329,1.3,Low,Short Haul,High,35640.18,3925.03,39565.21,2941.03,1495.0,1014.0,2210.0,364.0,3127.81,3522.83,4019.52,1002.26,5191.39,2767.46,5671.96,2157.39,1059.74,36544.4,3020.81,7.64,8,Aug,3,Wednesday,2024-08,34,8024.030000000001,11672.42,16847.940000000002,302.02450381679387,278.96488549618323,23.059618320610685,234.0,169.08209401709402,156.1726495726496,True
EK5268,2024-07-06,DXB,LHR,DXB-LHR,Boeing 787-9,296,238,0.8048,7.0,Low,Medium Haul,High,168891.95,18996.79,187888.74,37570.61,15400.0,8400.0,22400.0,4200.0,6358.13,5969.06,5264.48,5253.35,28047.39,7003.18,36830.43,11090.61,2169.01,195956.25,-8067.51,-4.29,7,Jul,3,Saturday,2024-07,27,87970.61,22845.019999999997,85140.62,789.448487394958,823.3455882352941,-33.89710084033614,2072.0,90.67989382239382,94.57347972972973,False
EK4522,2024-06-03,DXB,BOM,DXB-BOM,Airbus A350-900,325,257,0.7928,3.2,Low,Medium Haul,High,199863.18,25087.16,224950.34,18714.76,7680.0,4160.0,11200.0,2080.0,4472.07,7144.46,4912.85,2367.64,28727.1,5780.87,16551.65,11931.5,2157.06,127879.95,97070.39,43.15,6,Jun,2,Monday,2024-06,23,43834.759999999995,18897.019999999997,65148.18,875.2931517509727,497.5873540856031,377.70579766536963,1040.0,216.29840384615383,122.96149038461539,True
EK5134,2024-07-11,DXB,CAI,DXB-CAI,Airbus A350-900,325,233,0.7189,3.5,Low,Short Haul,Medium,62891.05,8621.2,71512.24,21565.19,8400.0,4550.0,12250.0,2275.0,2420.67,7087.6,4627.62,1777.2,11861.33,5466.2,16570.58,2860.35,2996.92,104708.65,-33196.41,-46.42,7,Jul,3,Thursday,2024-07,28,49040.19,15913.09,39755.38,306.9194849785408,449.39334763948494,-142.47386266094423,1137.5,62.867903296703304,92.05156043956043,False
EK4602,2024-06-12,DXB,LHR,DXB-LHR,Airbus A380,517,391,0.7578,7.0,Low,Medium Haul,High,181398.99,19101.67,200500.65,76393.63,35000.0,14000.0,42000.0,7000.0,10015.49,8929.23,5161.25,5329.08,32746.19,9544.33,50110.89,10140.87,5204.52,311575.49,-111074.83,-55.4,6,Jun,2,Wednesday,2024-06,24,174393.63,29435.050000000003,107746.8,512.7893861892583,796.8682608695652,-284.07884910485933,3619.0,55.40222437137331,86.09436032053053,False
EK8788,2024-12-15,DXB,SIN,DXB-SIN,Boeing 777-300ER,396,352,0.8908,7.5,Peak,Long Haul,High,687202.09,80683.39,767885.48,66383.32,26250.0,11250.0,33750.0,6000.0,7712.37,7332.51,2145.01,5799.79,131063.04,7629.48,45005.92,38760.05,2826.81,391908.29,375977.19,48.96,12,Dec,4,Sunday,2024-12,50,143633.32,22989.68,225285.3,2181.492840909091,1113.3758238636362,1068.1170170454545,2970.0,258.54729966329967,131.95565319865318,True
EK1713,2024-02-27,DXB,MCT,DXB-MCT,Boeing 737-800,189,173,0.9192,1.2,Peak,Short Haul,High,64095.05,6689.99,70785.03,2799.13,1440.0,960.0,2160.0,360.0,2929.3,2473.79,5985.26,922.82,8843.93,2697.54,4777.28,3800.19,2470.33,42619.58,28165.45,39.79,2,Feb,1,Tuesday,2024-02,9,7719.13,12311.17,22589.269999999997,409.1620231213873,246.35595375722545,162.80606936416186,226.79999999999998,312.1033068783069,187.91701940035276,True
EK5186,2024-07-04,DXB,BOM,DXB-BOM,Airbus A350-900,325,242,0.7452,3.2,Low,Medium Haul,High,149274.55,17524.23,166798.78,17472.05,7680.0,4160.0,11200.0,2080.0,7746.31,8395.17,4489.9,1955.97,28692.07,5113.69,18114.56,9748.41,2760.18,129608.29,37190.48,22.3,7,Jul,3,Thursday,2024-07,27,42592.05,22587.35,64428.91000000001,689.2511570247934,535.5714462809917,153.6796694214876,1040.0,160.38344230769232,124.62335576923077,True
EK3214,2024-04-06,DXB,DEL,DXB-DEL,Boeing 777-300ER,396,344,0.8692,3.5,Shoulder,Medium Haul,High,195817.83,25269.34,221087.17,30972.02,12250.0,5250.0,15750.0,2800.0,7677.48,10601.58,2169.47,1504.17,36069.4,5654.82,24298.45,8698.67,4978.06,168674.13,52413.04,23.71,4,Apr,2,Saturday,2024-04,14,67022.02,21952.699999999997,79699.4,642.695261627907,490.33177325581397,152.36348837209303,1386.0,159.51455266955267,121.6985064935065,True
EK6301,2024-08-19,DXB,ORD,DXB-ORD,Airbus A350-900,325,216,0.666,14.5,Low,Long Haul,Medium,294860.22,30747.29,325607.51,94665.16,34800.0,18850.0,50750.0,9425.0,4124.02,6275.07,2324.06,5908.24,55950.86,4994.91,59302.5,16111.43,2247.24,365728.49,-40120.98,-12.32,8,Aug,3,Monday,2024-08,34,208490.16,18631.39,138606.94,1507.442175925926,1693.1874537037036,-185.7452777777778,4712.5,69.09443183023873,77.60816763925729,False
EK3923,2024-05-19,DXB,LHR,DXB-LHR,Boeing 777-300ER,396,312,0.7887,7.0,Normal,Medium Haul,High,173234.49,18755.70000000001,191990.19,55362.96,24500.0,10500.0,31500.0,5600.0,9212.55,8831.78,3832.79,4163.49,33684.44,6491.19,38177.19,10265.41,4465.96,246587.76,-54597.57,-28.44,5,May,2,Sunday,2024-05,20,127462.95999999999,26040.61,93084.19000000002,615.3531730769231,790.3453846153847,-174.99221153846153,2772.0,69.26053030303031,88.95662337662338,False
EK8225,2024-11-19,DXB,FRA,DXB-FRA,Airbus A380,517,471,0.9115,6.5,Shoulder,Long Haul,High,753612.35,89893.11,843505.46,85566.98,32500.0,13000.0,39000.0,6500.0,7964.07,7272.94,5467.03,4616.93,113928.09,11399.32,52599.27,39782.18,3930.38,423527.19,419978.28,49.79,11,Nov,4,Tuesday,2024-11,47,176566.97999999998,25320.969999999998,221639.24,1790.8820806794054,899.2084713375796,891.6736305732485,3360.5,251.00593959232256,126.0310043148341,True
EK2810,2024-03-07,DXB,SIN,DXB-SIN,Boeing 777-300ER,396,348,0.8792,7.5,Shoulder,Long Haul,High,690871.22,86747.48,777618.7,65432.2,26250.0,11250.0,33750.0,6000.0,6320.02,7879.4,4943.35,5676.8,115775.05,8995.83,43366.88,28358.2,3927.44,367925.16,409693.54,52.69,3,Mar,1,Thursday,2024-03,10,142682.2,24819.57,200423.40000000002,2234.5364942528736,1057.2562068965517,1177.2802873563219,2970.0,261.8244781144781,123.88052525252525,True
EK4486,2024-06-21,DXB,AMM,DXB-AMM,Airbus A350-900,325,216,0.6655,3.2,Low,Short Haul,Medium,50973.71,5838.950000000004,56812.66,20026.37,7680.0,4160.0,11200.0,2080.0,2838.3,7476.24,5559.01,1679.33,8051.7,5546.06,20300.07,2016.3,2621.42,101234.8,-44422.14,-78.19,6,Jun,2,Friday,2024-06,25,45146.369999999995,17552.88,38535.55,263.02157407407407,468.67962962962963,-205.65805555555556,1040.0,54.6275576923077,97.34115384615384,False
EK4141,2024-05-01,DXB,SIN,DXB-SIN,Boeing 777-300ER,396,309,0.7814,7.5,Normal,Long Haul,High,517319.91,67949.53,585269.44,66471.57,26250.0,11250.0,33750.0,6000.0,6894.26,3913.87,5429.02,4209.94,94864.71,7870.54,42829.81,30232.15,3577.13,343543.0,241726.44,41.3,5,May,2,Wednesday,2024-05,18,143721.57,20447.09,179374.34,1894.0758576051778,1111.789644012945,782.286213592233,2970.0,197.0604175084175,115.67104377104377,True
EK2827,2024-03-04,DXB,HKG,DXB-HKG,Boeing 787-9,296,264,0.8934,8.5,Shoulder,Long Haul,High,425273.67,59128.63,484402.3,47674.49,18700.0,10200.0,27200.0,5100.0,5619.45,8909.86,3769.93,4393.43,64496.87,5458.64,32531.69,27344.21,2980.49,264379.05,220023.25,45.42,3,Mar,1,Monday,2024-03,10,108874.48999999999,22692.670000000002,132811.9,1834.8571969696968,1001.4357954545454,833.4214015151515,2516.0,192.5287360890302,105.07911367249602,True
EK2155,2024-02-14,DXB,SIN,DXB-SIN,Airbus A380,517,468,0.9067,7.5,Peak,Long Haul,High,816129.58,117417.78,933547.35,93727.33,37500.0,15000.0,45000.0,7500.0,7959.54,10931.85,4369.56,4922.86,128706.88,9398.06,57312.85,52187.48,6030.13,480546.55,453000.8,48.52,2,Feb,1,Wednesday,2024-02,7,198727.33000000002,28183.81,253635.40000000002,1994.7592948717947,1026.8088675213676,967.9504273504273,3877.5,240.7601160541586,123.93205673758865,True
EK2324,2024-02-17,DXB,ORD,DXB-ORD,Boeing 777-300ER,396,314,0.7955,14.5,Peak,Long Haul,Medium,429396.23,57272.02,486668.25,127297.36,50750.0,21750.0,65250.0,11600.0,4742.52,8632.34,2913.31,9052.18,69035.02,7672.07,97942.43,16839.22,4323.95,497800.4,-11132.15,-2.29,2,Feb,1,Saturday,2024-02,7,276647.36,25340.35,195812.69,1549.8988853503186,1585.351592356688,-35.45270700636942,5742.0,84.75587774294671,86.69460118425636,False
EK5312,2024-07-20,DXB,MAA,DXB-MAA,Boeing 787-9,296,179,0.6063,4.5,Low,Medium Haul,Medium,97756.84,11035.52,108792.36,23642.64,9900.0,5400.0,14400.0,2700.0,2562.14,5976.85,2420.67,1875.17,19403.26,3330.28,18741.79,5956.13,1822.64,118131.58,-9339.22,-8.58,7,Jul,3,Saturday,2024-07,29,56042.64,12834.83,49254.1,607.7785474860335,659.9529608938548,-52.17441340782123,1332.0,81.67594594594594,88.68737237237238,False
EK1510,2024-01-25,DXB,HKG,DXB-HKG,Boeing 787-9,296,257,0.8702,8.5,Peak,Long Haul,High,550006.08,62655.05,612661.12,49205.38,18700.0,10200.0,27200.0,5100.0,5211.72,5412.51,5664.64,5640.5,97234.25,5306.5,37650.39,28967.33,3724.41,305217.64,307443.48,50.18,1,Jan,1,Thursday,2024-01,4,110405.38,21929.37,172882.88000000003,2383.8954085603114,1187.6172762645915,1196.2781322957198,2516.0,243.5060095389507,121.31066772655008,True
EK2680,2024-03-22,DXB,KHI,DXB-KHI,Airbus A320,180,127,0.708,2.5,Shoulder,Medium Haul,Medium,74955.21,7793.3,82748.51,5547.32,2875.0,1950.0,4250.0,700.0,2047.72,1543.13,2543.43,1161.94,14246.56,2155.04,6905.72,3666.16,1593.72,51185.74,31562.77,38.14,3,Mar,1,Friday,2024-03,12,15322.32,7296.220000000001,28567.2,651.5630708661417,403.03732283464564,248.52574803149608,450.0,183.88557777777777,113.74608888888888,True
EK1499,2024-01-14,DXB,HKG,DXB-HKG,Airbus A380,517,469,0.9086,8.5,Peak,Long Haul,High,1040969.09,118146.74,1159115.82,102393.9,42500.0,17000.0,51000.0,8500.0,6559.2,7223.4,3641.28,3505.08,154412.0,14028.4,68234.88,54858.08,6036.33,539892.56,619223.26,53.42,1,Jan,1,Sunday,2024-01,2,221393.9,20928.96,297569.69,2471.4623027718553,1151.1568443496803,1320.3054584221748,4394.5,263.76512003640914,122.85642507680056,True
EK8232,2024-11-20,DXB,FRA,DXB-FRA,Boeing 787-9,296,253,0.8577,6.5,Shoulder,Long Haul,High,482580.83,61837.37,544418.2,35353.4,14300.0,7800.0,20800.0,3900.0,9627.89,8184.43,4959.54,4332.69,78592.22,5526.18,32223.42,28549.7,2113.37,256262.84,288155.36,52.93,11,Nov,4,Wednesday,2024-11,47,82153.4,27104.55,147004.88999999998,2151.850592885375,1012.8966007905138,1138.9539920948616,1924.0,282.9616424116424,133.1927442827443,True
EK2856,2024-03-08,DXB,BKK,DXB-BKK,Airbus A350-900,325,243,0.7486,6.5,Shoulder,Long Haul,Medium,403621.25,42388.84999999998,446010.1,37211.23,15600.0,8450.0,22750.0,4225.0,2118.39,5071.23,5502.55,4665.2,72426.04,5699.1,28491.7,15122.2,2160.16,229492.8,216517.3,48.55,3,Mar,1,Friday,2024-03,10,88236.23000000001,17357.37,123899.2,1835.4325102880657,944.4148148148148,891.017695473251,2112.5,211.12904142011834,108.63564497041419,True
EK2388,2024-03-08,DXB,KWI,DXB-KWI,Airbus A320,180,144,0.8028,2.0,Shoulder,Short Haul,High,25321.71,3796.84,29118.55,4597.37,2300.0,1560.0,3400.0,560.0,2557.47,3814.8,5853.89,934.26,3617.94,3960.26,6202.58,1536.65,1606.53,42501.76,-13383.21,-45.96,3,Mar,1,Friday,2024-03,10,12417.369999999999,13160.42,16923.96,202.21215277777776,295.1511111111111,-92.93895833333333,360.0,80.8848611111111,118.06044444444446,False
EK6615,2024-09-15,DXB,BLR,DXB-BLR,Boeing 787-9,296,205,0.6956,4.5,Normal,Medium Haul,Medium,116429.59,13562.47,129992.06,25978.0,9900.0,5400.0,14400.0,2700.0,3998.2,5970.87,2346.7,2144.85,15775.63,4980.88,19182.13,7028.72,1734.16,121540.15,8451.92,6.5,9,Sep,3,Sunday,2024-09,37,58378.0,14460.62,48701.520000000004,634.1076097560975,592.8787804878049,41.22887804878049,1332.0,97.59163663663664,91.24635885885886,True
EK4719,2024-06-22,DXB,JFK,DXB-JFK,Airbus A380,517,409,0.7925,14.0,Low,Long Haul,High,705207.95,96685.94,801893.89,160354.69,70000.0,28000.0,84000.0,14000.0,7303.61,13208.58,2933.31,10280.89,114565.7,11743.93,110781.67,28439.65,3363.96,658975.99,142917.9,17.82,6,Jun,2,Saturday,2024-06,25,356354.69,33726.39,268894.91000000003,1960.6207579462102,1611.188239608802,349.4325183374083,7238.0,110.78942940038685,91.04393340701851,True
EK3386,2024-04-16,DXB,JFK,DXB-JFK,Airbus A380,517,445,0.8624,14.0,Shoulder,Long Haul,High,917417.86,101400.53,1018818.39,176644.28,70000.0,28000.0,84000.0,14000.0,7116.23,10199.65,2721.71,5843.98,181838.1,12385.31,134051.96,39658.18,3774.43,770233.83,248584.56,24.4,4,Apr,2,Tuesday,2024-04,16,372644.28,25881.569999999996,371707.98,2289.4795280898875,1730.8625393258426,558.6169887640449,7238.0,140.75965598231556,106.41528460900801,True
EK6541,2024-09-20,DXB,DEL,DXB-DEL,Boeing 787-9,296,251,0.85,3.5,Normal,Medium Haul,High,135736.16,15821.44,151557.6,17765.59,7700.0,4200.0,11200.0,2100.0,7822.06,4389.02,3549.91,2488.67,20573.62,5941.36,16110.48,5870.49,2031.3,111742.51,39815.09,26.27,9,Sep,3,Friday,2024-09,38,42965.59,18249.660000000003,50527.25,603.815139442231,445.1892828685259,158.62585657370516,1036.0,146.2911196911197,107.85956563706563,True
EK4236,2024-05-29,DXB,CDG,DXB-CDG,Boeing 787-9,296,241,0.8168,7.5,Normal,Long Haul,High,403727.22,60420.43,464147.65,45233.26,16500.0,9000.0,24000.0,4500.0,6642.33,3715.38,5542.97,3391.29,62572.01,4694.01,32336.54,23537.51,2022.65,243687.95,220459.69,47.5,5,May,2,Wednesday,2024-05,22,99233.26000000001,19291.97,125162.71999999999,1925.9238589211618,1011.1533195020747,914.7704979253112,2220.0,209.07551801801802,109.76934684684686,True
EK7172,2024-10-31,DXB,BOM,DXB-BOM,Airbus A350-900,325,279,0.8597,3.2,Shoulder,Medium Haul,High,139903.81,18390.4,158294.21,19169.81,7680.0,4160.0,11200.0,2080.0,7167.19,5115.81,2652.25,2003.05,24049.5,8055.44,16985.91,8808.69,3196.77,122324.42,35969.8,22.72,10,Oct,4,Thursday,2024-10,44,44289.81,16938.3,61096.31,567.3627598566308,438.43878136200715,128.92401433691757,1040.0,152.20597115384615,117.61963461538461,True
EK2540,2024-03-18,DXB,DEL,DXB-DEL,Boeing 787-9,296,269,0.9121,3.5,Shoulder,Medium Haul,High,186311.94,19758.01,206069.95,18827.38,7700.0,4200.0,11200.0,2100.0,4548.42,7677.45,3596.07,1578.46,24825.8,4800.2,18533.92,11176.7,2905.24,123669.65,82400.3,39.99,3,Mar,1,Monday,2024-03,12,44027.380000000005,17400.399999999998,62241.85999999999,766.0592936802974,459.7384758364312,306.32081784386617,1036.0,198.90921814671816,119.37224903474903,True
EK2217,2024-02-28,DXB,KUL,DXB-KUL,Airbus A350-900,325,269,0.8286,7.5,Peak,Long Haul,Medium,521764.73,69769.83,591534.56,44361.8,18000.0,9750.0,26250.0,4875.0,2200.34,8505.82,5460.87,5944.18,91288.4,7181.53,40527.21,31394.58,3746.53,299486.26,292048.31,49.37,2,Feb,1,Wednesday,2024-02,9,103236.8,22111.21,174138.24999999997,2199.0132342007437,1113.3318215613383,1085.6814498141264,2437.5,242.68084512820516,122.86615794871796,True
EK3681,2024-05-07,DXB,MCT,DXB-MCT,Airbus A320,180,143,0.7972,1.2,Normal,Short Haul,High,36265.24,4465.97,40731.21,3061.33,1380.0,936.0,2040.0,336.0,4278.19,4502.12,2310.1,557.09,6593.89,3004.25,5820.42,1944.75,2079.95,38844.09,1887.13,4.63,5,May,2,Tuesday,2024-05,19,7753.33,11647.5,19443.26,284.83363636363634,271.636993006993,13.196713286713287,216.0,188.57041666666666,179.83374999999998,True
EK8792,2024-12-23,DXB,SIN,DXB-SIN,Boeing 787-9,296,281,0.95,7.5,Peak,Long Haul,High,334538.21,44190.66,378728.87,38767.3,16500.0,9000.0,24000.0,4500.0,7704.32,8319.88,5745.97,3092.95,48542.31,5445.4,34201.54,19500.15,3262.32,228582.14,150146.73,39.64,12,Dec,4,Monday,2024-12,52,92767.3,24863.12,110951.72,1347.7895729537368,813.4595729537367,534.33,2220.0,170.59859009009008,102.96492792792793,True
EK3993,2024-05-10,DXB,KHI,DXB-KHI,Airbus A320,180,134,0.7498,2.5,Normal,Medium Haul,Medium,90107.35,12885.12,102992.47,6196.52,2875.0,1950.0,4250.0,700.0,3947.1,4193.43,4169.95,1182.97,15476.0,3669.19,8090.33,4935.71,1632.1,63268.31,39724.15,38.57,5,May,2,Friday,2024-05,19,15971.52,13493.449999999999,33803.329999999994,768.6005223880597,472.1515671641791,296.4488805970149,450.0,228.87215555555557,140.59624444444444,True
EK6512,2024-09-14,DXB,BOM,DXB-BOM,Boeing 777-300ER,396,322,0.8151,3.2,Normal,Medium Haul,High,245329.79,36469.16,281798.95,26788.95,11200.0,4800.0,14400.0,2560.0,7152.42,7981.42,2543.95,1795.09,40513.98,7007.28,21857.09,13288.32,3622.73,165511.24,116287.71,41.27,9,Sep,3,Saturday,2024-09,37,59748.95,19472.88,86289.40000000001,875.1520186335404,514.0100621118012,361.14195652173913,1267.2,222.37922190656565,130.61177398989898,True
EK7313,2024-10-26,DXB,MAA,DXB-MAA,Boeing 787-9,296,231,0.7837,4.5,Shoulder,Medium Haul,Medium,165865.81,21974.09,187839.9,23079.68,9900.0,5400.0,14400.0,2700.0,2917.2,3562.5,5894.77,2642.36,29930.44,5137.49,18520.1,5635.79,3294.34,133014.68,54825.21,29.19,10,Oct,4,Saturday,2024-10,43,55479.68,15016.830000000002,62518.16,813.1597402597403,575.8211255411255,237.3385714285714,1332.0,141.02094594594595,99.86087087087087,True
EK2191,2024-02-19,DXB,BKK,DXB-BKK,Airbus A350-900,325,237,0.73,6.5,Peak,Long Haul,Medium,339793.18,47703.54,387496.72,37041.48,15600.0,8450.0,22750.0,4225.0,4850.55,4835.97,3569.01,3667.91,68130.11,4926.88,30085.15,17773.72,2744.26,228650.03,158846.69,40.99,2,Feb,1,Monday,2024-02,8,88066.48000000001,16923.440000000002,123660.12000000001,1635.0072573839661,964.7680590717299,670.2391983122363,2112.5,183.4304,108.23670059171597,True
EK6772,2024-09-05,DXB,MEL,DXB-MEL,Boeing 777-300ER,396,294,0.7425,13.5,Normal,Long Haul,Medium,628822.62,63245.38,692068.0,112313.85,47250.0,20250.0,60750.0,10800.0,2158.35,3777.56,2669.94,6836.3,98426.98,5925.44,87736.27,29298.73,4148.33,492341.75,199726.25,28.86,9,Sep,3,Thursday,2024-09,36,251363.85,15442.150000000001,225535.75,2353.9727891156463,1674.6318027210884,679.3409863945578,5346.0,129.4552936775159,92.09535166479611,True
EK6293,2024-08-08,DXB,SFO,DXB-SFO,Boeing 777-300ER,396,274,0.6939,16.5,Low,Long Haul,Medium,285150.83,42763.46,327914.29,138398.44,57750.0,24750.0,74250.0,13200.0,2504.59,4815.41,5747.35,8895.35,40042.34,7291.15,86066.08,11013.23,2612.43,477336.37,-149422.08,-45.57,8,Aug,3,Thursday,2024-08,32,308348.44,21962.7,147025.23,1196.7674817518248,1742.1035401459853,-545.3360583941605,6534.0,50.185841750841746,73.05423477196204,False
EK2542,2024-03-21,DXB,DEL,DXB-DEL,Boeing 787-9,296,268,0.9082,3.5,Shoulder,Medium Haul,High,207759.66,24110.81,231870.47,20547.13,7700.0,4200.0,11200.0,2100.0,7350.74,5120.06,3561.92,2588.91,28694.23,4742.61,17681.18,9317.57,2425.77,127230.13,104640.35,45.13,3,Mar,1,Thursday,2024-03,12,45747.130000000005,18621.629999999997,62861.35999999999,865.1883208955223,474.7392910447761,390.4490671641791,1036.0,223.813194980695,122.8090057915058,True
EK4301,2024-05-21,DXB,SFO,DXB-SFO,Airbus A350-900,325,223,0.6886,16.5,Normal,Long Haul,Medium,382965.11,42832.46,425797.58,93184.87,39600.0,21450.0,57750.0,10725.0,4524.95,6132.72,2439.48,9585.15,63838.04,5287.98,59772.42,24538.05,2845.41,401674.07,24123.5,5.67,5,May,2,Tuesday,2024-05,21,222709.87,22682.3,156281.9,1909.4061883408071,1801.2290134529148,108.17713004484305,5362.5,79.40281212121212,74.90425547785549,True
EK4324,2024-06-29,DXB,DOH,DXB-DOH,Boeing 737-800,189,150,0.7979,1.5,Low,Short Haul,High,28312.49,3302.94,31615.43,3954.29,1800.0,1200.0,2700.0,450.0,4085.63,2068.4,5338.32,757.72,4334.15,4070.2,7036.0,1007.36,1586.51,40388.58,-8773.15,-27.75,6,Jun,2,Saturday,2024-06,26,10104.29,12250.07,18034.219999999998,210.76953333333333,269.2572,-58.48766666666666,283.5,111.51827160493828,142.46412698412698,False
EK8056,2024-11-02,DXB,JFK,DXB-JFK,Airbus A380,517,443,0.8584,14.0,Shoulder,Long Haul,High,797372.77,89069.31,886442.08,153204.12,70000.0,28000.0,84000.0,14000.0,8740.91,6074.48,4898.99,6939.02,153174.24,7672.65,115333.02,45640.06,4214.4,701891.89,184550.19,20.82,11,Nov,4,Saturday,2024-11,44,349204.12,26653.399999999998,326034.37,2000.9979232505643,1584.406072234763,416.59185101580135,7238.0,122.47058303398728,96.97318181818181,True
EK3539,2024-04-14,DXB,CDG,DXB-CDG,Airbus A380,517,467,0.9049,7.5,Shoulder,Long Haul,High,653527.6,92816.94,746344.54,83989.65,37500.0,15000.0,45000.0,7500.0,9350.7,12586.62,2023.9000000000233,3791.11,121183.67,8973.19,73501.88,43124.04,6338.73,469863.49,276481.05,37.04,4,Apr,2,Sunday,2024-04,15,188989.65,27752.330000000024,253121.51,1598.1681798715204,1006.131670235546,592.0365096359743,3877.5,192.480861379755,121.17691553836235,True
EK1953,2024-02-18,DXB,LHR,DXB-LHR,Airbus A380,517,458,0.8861,7.0,Peak,Medium Haul,High,302799.26,44887.76,347687.02,77586.9,35000.0,14000.0,42000.0,7000.0,11325.78,5826.76,3593.89,4348.06,61773.82,7138.51,56940.88,19836.22,3721.96,350092.77,-2405.74,-0.69,2,Feb,1,Sunday,2024-02,7,175586.9,25094.49,149411.38999999998,759.1419650655022,764.3946943231441,-5.252707423580786,3619.0,96.07267753523074,96.73743299253938,False
